"assignment.id","worker.id","trial.num","rule.id","rule.desc","example.num","polarity","string","time"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[happy]","1494009756974"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","32509]","1494009763430"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",2,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","[happy","1494009769270"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",3,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",1,"positive","35164","1494009789658"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",3,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",2,"positive","72755","1494009797286"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",3,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",3,"negative","54f64","1494009803713"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",3,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",4,"negative","256334","1494009810461"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",3,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",5,"positive","84982","1494009816008"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",4,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",1,"positive","aaa","1494009834407"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",4,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",2,"negative","aba","1494009839788"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",4,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",3,"negative","bbb","1494009845075"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",4,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",4,"negative","aab","1494009849855"
"39ASUFLU6X7PHS01MTJUM6AS1SMXEJ","49bb605",4,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",5,"negative","AAA","1494009855299"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",1,"zip-code-1","The sequence is exactly 5 characters long",1,"positive","12345","1495198106425"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",1,"zip-code-1","The sequence is exactly 5 characters long",2,"negative","123456","1495198114993"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",1,"zip-code-1","The sequence is exactly 5 characters long",3,"negative","1234","1495198122947"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",1,"zip-code-1","The sequence is exactly 5 characters long",4,"positive","98765","1495198133253"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",1,"zip-code-1","The sequence is exactly 5 characters long",5,"negative","987654","1495198143277"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",1,"zip-code-1","The sequence is exactly 5 characters long",6,"negative","9876","1495198152472"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",1,"positive","s","1495198171636"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",2,"negative","q","1495198177151"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",3,"negative","u","1495198185165"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",4,"negative","5","1495198195502"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",5,"positive","st","1495198203170"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",6,"negative","rt","1495198211626"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",7,"positive","as","1495198217021"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",8,"negative","os","1495198224922"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",9,"negative","qrtuv","1495198231543"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",2,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",10,"positive","qrstu","1495198244768"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",3,"delimiters-2","The last character of the sequence must be <code>]</code>",1,"positive","x]","1495198264513"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",3,"delimiters-2","The last character of the sequence must be <code>]</code>",2,"positive","abc]","1495198279037"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",3,"delimiters-2","The last character of the sequence must be <code>]</code>",3,"negative","]x","1495198289070"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",3,"delimiters-2","The last character of the sequence must be <code>]</code>",4,"negative","a]bc","1495198298432"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",3,"delimiters-2","The last character of the sequence must be <code>]</code>",5,"positive","wxyz]","1495198312290"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",3,"delimiters-2","The last character of the sequence must be <code>]</code>",6,"negative","wxyz}","1495198326721"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",4,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",1,"positive","aA","1495198346494"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",4,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",2,"positive","aa","1495198356391"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",4,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",3,"positive","AA","1495198361241"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",4,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",4,"negative","ab","1495198367043"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",4,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",5,"negative","AB","1495198375030"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",4,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",6,"negative","az","1495198384848"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",4,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",7,"positive","aaaaaaaaaA","1495198392411"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",4,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",8,"positive","AAAAAAAAA","1495198404755"
"39ASUFLU6X7PHS01MTJUM6AS24VXEH","b55dd44",4,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",9,"negative","ZZZZZZZZZZZZZZZZZZ","1495198410857"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",1,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",1,"positive","aaAAaaAAaaAAAAaaaAAA","1495197898404"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",1,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",2,"negative","awdaregwj","1495197934321"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",2,"zip-code-2","The sequence contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",1,"positive","786456788676978","1495198006841"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",2,"zip-code-2","The sequence contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",2,"negative","8766hfth56rs16t4srt6","1495198013801"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",3,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",1,"positive","sssssssssssssss","1495198050937"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",3,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",2,"negative","adsdsafeFAEaeqQR","1495198107497"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",3,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",3,"negative","aeqreqqrerqrqe","1495198114897"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",3,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",4,"positive","ssssssssssss","1495198120249"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",4,"delimiters-1","The first character of the sequence must be <code>[</code> ",1,"positive","[hrtstrjhrttrh","1495198133721"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",4,"delimiters-1","The first character of the sequence must be <code>[</code> ",2,"positive","[5k6j776","1495198145196"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",4,"delimiters-1","The first character of the sequence must be <code>[</code> ",3,"negative","rk76hk8j8","1495198154969"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",4,"delimiters-1","The first character of the sequence must be <code>[</code> ",4,"negative","67kjh76jjkkk","1495198158673"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",4,"delimiters-1","The first character of the sequence must be <code>[</code> ",5,"positive","[bs736df55ng5tdbtbt","1495198184217"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",4,"delimiters-1","The first character of the sequence must be <code>[</code> ",6,"positive","[bhfbgbght25","1495198202697"
"39ASUFLU6X7PHS01MTJUM6AS24WEXZ","2237215",4,"delimiters-1","The first character of the sequence must be <code>[</code> ",7,"negative","fshdhvfnbg","1495198212585"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",1,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",1,"positive","aaa","1494013417966"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",1,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",2,"positive","aaaaaaa","1494013432694"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",1,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",3,"positive","aaaaa","1494013438669"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",1,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",4,"positive","aaaaaaaaaaaaaaaaa","1494013442686"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",1,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",5,"negative","a","1494013447646"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",1,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",6,"negative","aa","1494013451702"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",1,"positive","1,2,3,4,5,","1494013472565"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",2,"positive","1,2,5,7,8","1494013489189"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",3,"positive","3,7,5,6,9","1494013505846"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",4,"negative","1,2","1494013520374"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",5,"negative","2,7,8","1494013528254"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",6,"negative","1,3,5,8,9,0","1494013537590"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",7,"negative","2,4,6,8,9,0,4,7","1494013563702"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",3,"suffix-s","The string must end in <code>s</code>",1,"positive","q,s","1494013604254"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",3,"suffix-s","The string must end in <code>s</code>",2,"positive","4,5,w,s","1494013615526"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",3,"suffix-s","The string must end in <code>s</code>",3,"positive","3,8,9,0,g,h,6,j,s","1494013631693"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",3,"suffix-s","The string must end in <code>s</code>",4,"positive","s,s","1494013643598"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",3,"suffix-s","The string must end in <code>s</code>",5,"negative","q,r","1494013652917"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",3,"suffix-s","The string must end in <code>s</code>",6,"negative","3,5,r,6,u","1494013662405"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",3,"suffix-s","The string must end in <code>s</code>",7,"negative","r,s,t","1494013681344"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[2,4]","1494013717798"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[w,6,4,j]","1494013733726"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[r,t,y]","1494013747446"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","2,4","1494013760782"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"negative","w,6,4,j","1494013768853"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"negative","r,t,y","1494013781054"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",7,"negative","[r,t,y","1494013792514"
"39LNWE0K4UW9GT8SD7YYNE9GZ3EUIZ","fe23a85",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",8,"negative","r,t,y]","1494013807496"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",1,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",1,"positive","irous897k","1495197513475"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",1,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",2,"negative","Sroiu947!","1495197523529"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",1,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",3,"positive","1ur83s","1495197534053"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",1,"suffix-s-1","The sequence must contain at least one lower case <code>s</code>",4,"negative","12IPOL","1495197543342"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",2,"delimiters-2","The last character of the sequence must be <code>]</code>",1,"positive","Ad9r8!]","1495197569716"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",2,"delimiters-2","The last character of the sequence must be <code>]</code>",2,"negative","SW#raoi[","1495197597197"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",2,"delimiters-2","The last character of the sequence must be <code>]</code>",3,"positive",";?feasr]","1495197613553"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",2,"delimiters-2","The last character of the sequence must be <code>]</code>",4,"negative","d$4thsf","1495197628214"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",3,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",1,"positive","aaaAAaa","1495197660216"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",3,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",2,"negative","AabbaAA","1495197667189"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",3,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",3,"positive","aaAAAAAAAaAaA","1495197679735"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",3,"3a-2","The sequence contains <i>only</i> <code>a</code>'s, which can be either upper or lower case",4,"negative","euoadsas","1495197697746"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",4,"zip-code-1","The sequence is exactly 5 characters long",1,"positive","t$54z","1495197712111"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",4,"zip-code-1","The sequence is exactly 5 characters long",2,"negative","aon8kz'l","1495197725346"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",4,"zip-code-1","The sequence is exactly 5 characters long",3,"positive","@5trh","1495197736196"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",4,"zip-code-1","The sequence is exactly 5 characters long",4,"negative","(kfeRETd/","1495197747000"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",4,"zip-code-1","The sequence is exactly 5 characters long",5,"positive","4Ikzl","1495197759008"
"39U1BHVTDLRFQDBKSZ11ECLPYJI3TE","09bc2df",4,"zip-code-1","The sequence is exactly 5 characters long",6,"positive","+&Yti","1495197769023"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",1,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[aggsia53]","1494008560440"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",1,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","aggsia53","1494008571344"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",1,"positive","01234","1494008664560"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",2,"negative","012345","1494008670085"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",3,"negative","85235712","1494008675405"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",4,"positive","85235","1494008679045"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",2,"zip-code","The string is exactly 5 characters long and contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",5,"negative","sas14","1494008688100"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",1,"positive","aaa","1494008703419"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",2,"negative","bbb","1494008706317"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",3,"negative","aa","1494008708820"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",4,"positive","aaaa","1494008710845"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",3,"3a","The string contains <i>only</i> lowercase <code>a</code>'s (no other characters are allowed) and there must be at least 3 <code>a</code>'s in the string",5,"negative","aaa1","1494008714739"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",4,"suffix-s","The string must end in <code>s</code>",1,"negative","sfaushf","1494008907973"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",4,"suffix-s","The string must end in <code>s</code>",2,"positive","sfaushs","1494008912445"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",4,"suffix-s","The string must end in <code>s</code>",3,"negative","123","1494008917621"
"3AUQQEL7U5TYMDGCE7JXDWB3RG4V0S","bb0e730",4,"suffix-s","The string must end in <code>s</code>",4,"positive","123s","1494008920182"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",1,"zip-code-2","The sequence contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",1,"positive","243569","1495197490895"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",1,"zip-code-2","The sequence contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",2,"negative","t43569","1495197522851"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",1,"zip-code-2","The sequence contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",3,"negative","2435!9","1495197544361"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",1,"zip-code-2","The sequence contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",4,"negative","Albequerque","1495197565480"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",1,"zip-code-2","The sequence contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",5,"positive","12","1495197578308"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",1,"zip-code-2","The sequence contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",6,"negative","(^^&*))^*&","1495197590068"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",1,"zip-code-2","The sequence contains only numeric digits (<code>0</code>, <code>1</code>, <code>2</code>, <code>3</code>, <code>4</code>, <code>5</code>, <code>6</code>, <code>7</code>, <code>8</code>, or <code>9</code>)",7,"negative","l1 ","1495197602170"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",2,"delimiters-1","The first character of the sequence must be <code>[</code> ",1,"positive","[underwear","1495197645644"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",2,"delimiters-1","The first character of the sequence must be <code>[</code> ",2,"negative","underwear","1495197662892"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",2,"delimiters-1","The first character of the sequence must be <code>[</code> ",3,"positive","[3.14159265","1495197669565"
"3BDCF01OGXUSN3038BS0IF7LD7QYLB","179d804",2,"delimiters-1","The first character of the sequence must be <code>[</code> ",4,"negative","3.14159265","1495197724309"
